药材ID,药材名称,拼音注音,别名,图片本地路径,图片原始URL,来源页面URL,来源数量,来源列表,采集时间
heiejidou,黑萼棘豆,Hēi è Jí Dòu,,,,https://www.zysj.com.cn/zhongyaocai/heiejidou/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:19
heizhi,黑芝,Hēi Zhī,玄芝、黑云芝、假灵芝,,,https://www.zysj.com.cn/zhongyaocai/heizhi/index.html,1,《中华本草》,2025-12-22 00:01:20
heishuo,黑蒴,Hēi Shuò,化血胆,,,https://www.zysj.com.cn/zhongyaocai/heishuo/index.html,1,《全国中草药汇编》,2025-12-22 00:01:20
heiselinmaojuegen,黑色鳞毛蕨根,Hēi Sè Lín Máo Jué Gēn,,,,https://www.zysj.com.cn/zhongyaocai/heiselinmaojuegen/index.html,1,《中药大辞典》,2025-12-22 00:01:20
heilaohu,黑老虎,Hēi Láo Hǔ,冷饭团、臭饭团、酒饭团、过山龙藤、大钻、万丈红、透地连珠、紫根藤、外红消、红过山、钻骨风、大叶南五味,,,https://www.zysj.com.cn/zhongyaocai/heilaohu/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:01:20
heilaotou,黑老头,Hēi Lǎo Tóu,大种黑骨头,,,https://www.zysj.com.cn/zhongyaocai/heilaotou/index.html,1,《中药大辞典》,2025-12-22 00:01:20
heicao,黑草,Hēi Cǎo,鬼羽箭、羽箭草、黑骨草、克草,,,https://www.zysj.com.cn/zhongyaocai/heicao/index.html,1,《全国中草药汇编》,2025-12-22 00:01:21
heisuishirui,黑穗石蕊,Hēi Suì Shí Ruǐ,大白树,,,https://www.zysj.com.cn/zhongyaocai/heisuishirui/index.html,1,《中华本草》,2025-12-22 00:01:22
heiputaoyezhi,黑葡萄液汁,Hēi Pú Tɑo Yè Zhī,野葡萄,,,https://www.zysj.com.cn/zhongyaocai/heiputaoyezhi/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:22
heidouyi,黑豆衣,Hēi Dòu Yī,黑豆皮、穞豆皮,,,https://www.zysj.com.cn/zhongyaocai/heidouyi/index.html,1,《全国中草药汇编》,2025-12-22 00:01:22
heizhima,黑芝麻,Hēi Zhī Mɑ,胡麻、油麻、巨胜、脂麻,,,https://www.zysj.com.cn/zhongyaocai/heizhima/index.html,3,《中国药典》;《中药大辞典》;《中华本草》,2025-12-22 00:01:22
heijiecao,黑节草,Hēi Jié Cǎo,大黑节草、肝炎草、小接骨丹、大接骨草、四棱草,,,https://www.zysj.com.cn/zhongyaocai/heijiecao/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:22
heihonggu,黑红菇,Hēi Hónɡ Gū,稀褶黑菇、大黑菇、黑蘑菇、蘑菇,,,https://www.zysj.com.cn/zhongyaocai/heihonggu/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:01:22
heiluowanjun,黑络丸菌,Hēi Luò Wán Jūn,黑根须腹菌、黑络丸,,,https://www.zysj.com.cn/zhongyaocai/heiluowanjun/index.html,1,《中华本草》,2025-12-22 00:01:23
heixixin,黑细辛,Hēi Xì Xīn,四块瓦（《昆明民间常用草药》），四大天王、土细辛、平头细辛、四大金刚（《云南中草药选》）。,,,https://www.zysj.com.cn/zhongyaocai/heixixin/index.html,1,《中药大辞典》,2025-12-22 00:01:24
heizhongcao,黑种草,Hēi Zhǒnɡ Cǎo,斯亚旦、瘤果黑种草,,,https://www.zysj.com.cn/zhongyaocai/heizhongcao/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:01:24
heipiqingmuxiang,黑皮青木香,Hēi Pí Qīnɡ Mù Xiānɡ,百蛇基、钻骨龙、乌龙（《江西民间草药验方》），青藤根（《江苏药材志》），牛木香、土木香（《浙扛天目山药植志》）。,,,https://www.zysj.com.cn/zhongyaocai/heipiqingmuxiang/index.html,1,《中药大辞典》,2025-12-22 00:01:24
heipidieda,黑皮跌打,Hēi Pí Diē Dǎ,通气香、大力丸、埋罕（傣名）,,,https://www.zysj.com.cn/zhongyaocai/heipidieda/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:25
heishizhu,黑石珠,Hēi Shí Zhū,三颗针、刺黄连、鸡脚刺、刺黄芩、刺黄檗,,,https://www.zysj.com.cn/zhongyaocai/heishizhu/index.html,1,《中华本草》,2025-12-22 00:01:25
heizhongcaozi,黑种草子,Hēi Zhǒnɡ Cǎo Zǐ,,,,https://www.zysj.com.cn/zhongyaocai/heizhongcaozi/index.html,2,《中国药典》;《中华本草》,2025-12-22 00:01:25
heizhuyashuyu,黑珠芽薯蓣,Hēi Zhū Yá Shǔ Yù,野胭脂、毛狗卵,,,https://www.zysj.com.cn/zhongyaocai/heizhuyashuyu/index.html,1,《中华本草》,2025-12-22 00:01:25
heidiancao,黑点草,Hēi Diǎn Cǎo,立竹根、山黄瓜、黄瓜菜、瓜米菜,,,https://www.zysj.com.cn/zhongyaocai/heidiancao/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:01:26
heisuihuameicao,黑穗画眉草,Hēi Suì Huà Méi Cǎo,露水草、万人羞,,,https://www.zysj.com.cn/zhongyaocai/heisuihuameicao/index.html,1,《全国中草药汇编》,2025-12-22 00:01:26
heizhima_7686,黑脂麻,Hēi Zhī Má,胡麻、巨胜（《本经》），狗虱（《吴普本草》），鸿藏（《别录》），乌麻、乌麻子（《千金方》），油麻（《食疗本草》），交麻（《大业拾遗录》），黑芝麻（《三元延寿书》），巨肚子（《品汇精要》），小胡麻（《中国药学大辞典》）。,,,https://www.zysj.com.cn/zhongyaocai/heizhima_7686/index.html,1,《中药大辞典》,2025-12-22 00:01:27
heishahao,黑沙蒿,Hēi Shā Hāo,油蒿,,,https://www.zysj.com.cn/zhongyaocai/heishahao/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:01:27
heiselinmaojue,黑色鳞毛蕨,Hēi Sè Lín Máo Jué,山鸡尾草,,,https://www.zysj.com.cn/zhongyaocai/heiselinmaojue/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:01:27
heishahaozi,黑沙蒿子,Hēi Shā Hāo Zǐ,,,,https://www.zysj.com.cn/zhongyaocai/heishahaozi/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:28
heihaishen,黑海参,Hēi Hǎi Shēn,黑怪参、黑狗参、黑参,,,https://www.zysj.com.cn/zhongyaocai/heihaishen/index.html,1,《中华本草》,2025-12-22 00:01:28
heilindaerjue,黑鳞大耳蕨,Hēi Lín Dà ěr Jué,大叶山鸡尾巴草、冷蕨萁,,,https://www.zysj.com.cn/zhongyaocai/heilindaerjue/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:28
heishier,黑石耳,Hēi Shí ěr,白石耳、石耳子、岩菇,,,https://www.zysj.com.cn/zhongyaocai/heishier/index.html,1,《中华本草》,2025-12-22 00:01:28
heihao,黑蒿,Hēi Hāo,艾蒿,,,https://www.zysj.com.cn/zhongyaocai/heihao/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:01:31
heihantiao,黑汉条,Hēi Hàn Tiáo,羊食子、羊屎条、灰猫条,,,https://www.zysj.com.cn/zhongyaocai/heihantiao/index.html,1,《全国中草药汇编》,2025-12-22 00:01:32
heiqianniu,黑牵牛,Hēi Qiān Niú,老鹳筋,,,https://www.zysj.com.cn/zhongyaocai/heiqianniu/index.html,1,《中华本草》,2025-12-22 00:01:34
heishuiji,黑水鸡,Hēi Shuǐ Jī,鷭、江鸡、红骨顶,,,https://www.zysj.com.cn/zhongyaocai/heishuiji/index.html,1,《中华本草》,2025-12-22 00:01:35
heipigen,黑皮根,Hēi Pí Gēn,陵水暗罗、落坎薯,,,https://www.zysj.com.cn/zhongyaocai/heipigen/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:01:36
heiguoxiaobo,黑果小檗,Hēi Guǒ Xiǎo Bò,刺黄柏、则热克（维名）。,,,https://www.zysj.com.cn/zhongyaocai/heiguoxiaobo/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:37
heiguobodusan,黑果拨毒散,Hēi Guǒ Bō Dú Sàn,,,,https://www.zysj.com.cn/zhongyaocai/heiguobodusan/index.html,1,《中华本草》,2025-12-22 00:01:40
heixinjue,黑心蕨,Hēi Xīn Jué,,,,https://www.zysj.com.cn/zhongyaocai/heixinjue/index.html,1,《中华本草》,2025-12-22 00:01:40
heixinjiang,黑心姜,Hēi Xīn Jiānɡ,蓝姜、绿姜、黑姜、乌姜,,,https://www.zysj.com.cn/zhongyaocai/heixinjiang/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:01:41
heixinjie,黑心解,Hēi Xīn Jiě,,,,https://www.zysj.com.cn/zhongyaocai/heixinjie/index.html,1,《中华本草》,2025-12-22 00:01:41
heidadouhua,黑大豆花,Hēi Dà Dòu Huā,,,,https://www.zysj.com.cn/zhongyaocai/heidadouhua/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:42
heishanzhe,黑山蔗,Hēi Shān Zhè,香蕉兰、蕉兰,,,https://www.zysj.com.cn/zhongyaocai/heishanzhe/index.html,1,《中华本草》,2025-12-22 00:01:42
heigenyao,黑根药,Hēi Gēn Yào,威灵仙、草威灵、黑头晕、千里光紫菀,,,https://www.zysj.com.cn/zhongyaocai/heigenyao/index.html,1,《中华本草》,2025-12-22 00:01:43
heidadou,黑大豆,Hēi Dà Dòu,乌豆（《肘后方》），黑豆（《日华子本草》），冬豆子（《四川中药志》）。,,,https://www.zysj.com.cn/zhongyaocai/heidadou/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:43
heidadoupi,黑大豆皮,Hēi Dà Dòu Pí,黑豆衣（《江苏植药志》）。,,,https://www.zysj.com.cn/zhongyaocai/heidadoupi/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:44
heidajiao,黑大艽,Hēi Dà Jiāo,大艽、黑秦艽、马尾大艽,,,https://www.zysj.com.cn/zhongyaocai/heidajiao/index.html,1,《中华本草》,2025-12-22 00:01:44
heitazigen,黑塔子根,Hēi Tǎ Zǐ Gēn,油柿根（《分类草药性》）,,,https://www.zysj.com.cn/zhongyaocai/heitazigen/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:46
heishengma,黑升麻,Hēi Shēnɡ Má,,,,https://www.zysj.com.cn/zhongyaocai/heishengma/index.html,1,《中药大辞典》,2025-12-22 00:01:46
heitaziye,黑塔子叶,Hēi Tǎ Zǐ Yè,,,,https://www.zysj.com.cn/zhongyaocai/heitaziye/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:46
heitazi,黑塔子,Hēi Tǎ Zǐ,金弹子[果]、野油柿子,,,https://www.zysj.com.cn/zhongyaocai/heitazi/index.html,1,《全国中草药汇编》,2025-12-22 00:01:46
heikenan,黑壳楠,Hēi Ké Nán,岩柴、楠木、八角香,,,https://www.zysj.com.cn/zhongyaocai/heikenan/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:01:47
heirugu,黑乳菇,Hēi Rǔ Gū,蘑菇,,,https://www.zysj.com.cn/zhongyaocai/heirugu/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:01:47
heijicao,黑及草,Hēi Jí Cǎo,青鱼胆、四棱草、小见肿消、花脸猫、黑耳草,,,https://www.zysj.com.cn/zhongyaocai/heijicao/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:01:48
heisanleng,黑三棱,Hēi Sān Lénɡ,京三棱、草三棱、鸡爪棱、黑三棱、石三棱,,,https://www.zysj.com.cn/zhongyaocai/heisanleng/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:48
huangshulang,黄鼠狼,Huánɡ Shǔ Lánɡ,青蕨（《广西药植名录》）。,,,https://www.zysj.com.cn/zhongyaocai/huangshulang/index.html,1,《中药大辞典》,2025-12-22 00:01:48
huanglongteng,黄龙藤,Huánɡ Lónɡ Ténɡ,五香藤、通气香、铁骨散、小血藤、蛇毒药、拔毒散、小红袍、岩青叶、大红袍、满山香、滑藤、紫龙、血藤、五沙藤,,,https://www.zysj.com.cn/zhongyaocai/huanglongteng/index.html,1,《中华本草》,2025-12-22 00:01:48
huanglongtengye,黄龙藤叶,Huánɡ Lónɡ Ténɡ Yè,五香藤叶,,,https://www.zysj.com.cn/zhongyaocai/huanglongtengye/index.html,1,《中华本草》,2025-12-22 00:01:49
heishahaogen,黑沙蒿根,Hēi Shā Hāo Gēn,,,,https://www.zysj.com.cn/zhongyaocai/heishahaogen/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:49
heidadouye,黑大豆叶,Hēi Dà Dòu Yè,大豆叶、黑豆叶。,images/heidadouye_1.jpg,https://www.zysj.com.cn/zhongyaocai/heidadouye/heidadouye_1.jpg,https://www.zysj.com.cn/zhongyaocai/heidadouye/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:01:55
huangyou,黄鼬,Huánɡ Yòu,黄鼠狼、黄皮子,,,https://www.zysj.com.cn/zhongyaocai/huangyou/index.html,1,《全国中草药汇编》,2025-12-22 00:01:55
heican,黑参,Hēi Shēn,黑阳参、太白阳参、太白参、煤参[本草纲目拾遗],"images/heican_1.jpg,images/heican_2.jpg","https://www.zysj.com.cn/zhongyaocai/heican/heican_1.jpg,https://www.zysj.com.cn/zhongyaocai/heican/heican_2.jpg",https://www.zysj.com.cn/zhongyaocai/heican/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:02:20
huangmahui,黄麻灰,Huánɡ Má Huī,,,,https://www.zysj.com.cn/zhongyaocai/huangmahui/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:20
heitoucao,黑头草,Hēi Tóu Cǎo,小毛叶子草,,,https://www.zysj.com.cn/zhongyaocai/heitoucao/index.html,1,《中华本草》,2025-12-22 00:02:20
huangmagen,黄麻根,Huánɡ Má Gēn,,,,https://www.zysj.com.cn/zhongyaocai/huangmagen/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:20
huangmagengchong,黄麻梗虫,Huánɡ Má Gěnɡ Chónɡ,黄麻虫（陶华），麻虫（《百草镜》）。,,,https://www.zysj.com.cn/zhongyaocai/huangmagengchong/index.html,1,《中药大辞典》,2025-12-22 00:02:20
heihuajiu,黑花韭,Hēi Huā Jiǔ,黑花野韭、山韭菜、野韭菜、野薤白、苍山黑花野韭,,,https://www.zysj.com.cn/zhongyaocai/heihuajiu/index.html,1,《全国中草药汇编》,2025-12-22 00:02:20
huangmazi,黄麻子,Huánɡ Má Zi,大麻子（汪连仕《采药书》）。,,,https://www.zysj.com.cn/zhongyaocai/huangmazi/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:20
huangshurou,黄鼠肉,Huánɡ Shǔ Ròu,礼鼠、拱鼠、貔狸、豆鼠、禾鼠、大眼贼、草原黄鼠、蒙古黄鼠、达呼尔黄鼠,,,https://www.zysj.com.cn/zhongyaocai/huangshurou/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:20
heigaoben,黑藁本,Hēi Gǎo Běn,岩川芎、野川芎、岩林,,,https://www.zysj.com.cn/zhongyaocai/heigaoben/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:02:20
huangmaye,黄麻叶,Huánɡ Má Yè,苦麻木。,,,https://www.zysj.com.cn/zhongyaocai/huangmaye/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:20
huangma,黄麻,Huánɡ Má,苦麻叶、络麻,,,https://www.zysj.com.cn/zhongyaocai/huangma/index.html,1,《全国中草药汇编》,2025-12-22 00:02:23
huanglongxu,黄龙须,Huánɡ Lónɡ Xū,红龙须（《分类草药性》）。,,,https://www.zysj.com.cn/zhongyaocai/huanglongxu/index.html,1,《中药大辞典》,2025-12-22 00:02:33
huangancai,黄鹌菜,Huánɡ ān Cài,毛连连、野芥菜[福建]、黄花枝香草、野青菜,,,https://www.zysj.com.cn/zhongyaocai/huangancai/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:02:36
huangshanteng,黄鳝藤,Huánɡ Shàn Ténɡ,勾儿茶,,,https://www.zysj.com.cn/zhongyaocai/huangshanteng/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:02:43
huangshan,黄鳝,Huánɡ Shàn,鳝鱼,,,https://www.zysj.com.cn/zhongyaocai/huangshan/index.html,1,《全国中草药汇编》,2025-12-22 00:02:45
huangguyu,黄鲴鱼,Huánɡ Gù Yú,黄姑、黄骨鱼（《纲目》）。,,,https://www.zysj.com.cn/zhongyaocai/huangguyu/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:47
huangsangyuxian,黄颡鱼涎,Huánɡ Sǎnɡ Yú Xián,,,,https://www.zysj.com.cn/zhongyaocai/huangsangyuxian/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:50
huanghanshegu,黄颔蛇骨,Huánɡ Hàn Shé Gǔ,,,,https://www.zysj.com.cn/zhongyaocai/huanghanshegu/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:52
huanglinglingxiang,黄零陵香,,,,,https://www.zysj.com.cn/zhongyaocai/huanglinglingxiang/index.html,1,《全国中草药汇编》,2025-12-22 00:02:52
huangsangyu,黄颡鱼,Huánɡ Sǎnɡ Yú,嘎牙子、黄腊丁、黄鳍鱼、鰑丝、央丝,,,https://www.zysj.com.cn/zhongyaocai/huangsangyu/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:02:53
huangsuomei,黄锁梅,Huánɡ Suǒ Méi,钻地风、黄藨、大红黄泡叶、栽秧泡,,,https://www.zysj.com.cn/zhongyaocai/huangsuomei/index.html,1,《全国中草药汇编》,2025-12-22 00:02:53
huangxiangru,黄香薷,Huánɡ Xiānɡ Rú,香薷、寸薷,,,https://www.zysj.com.cn/zhongyaocai/huangxiangru/index.html,1,《中药大辞典》,2025-12-22 00:02:53
huangsuomeigen,黄锁梅根,Huánɡ Suǒ Méi Gēn,锁梅根、钻地风（《滇南本草》），锁地风（《滇南本草》整理本），黄泡刺根（《昆明民间常用草药》），红锁梅、乌泡（《云南中草药》），黄泡、倒竹伞、三月泡（《文山中草药》），雀不站、黄茨果（《云南中草药选》）。,,,https://www.zysj.com.cn/zhongyaocai/huangsuomeigen/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:54
huangjinjugen,黄金菊根,Huánɡ Jīn Jú Gēn,,,,https://www.zysj.com.cn/zhongyaocai/huangjinjugen/index.html,1,《中药大辞典》,2025-12-22 00:02:54
huanglianhua_29053,黄连花,Huánɡ Lián Huā,黄连花,,,https://www.zysj.com.cn/zhongyaocai/huanglianhua_29053/index.html,1,《中华本草》,2025-12-22 00:02:55
huangqunzhusun,黄裙竹荪,Huánɡ Qún Zhú Sūn,杂色竹荪、网纱菇,,,https://www.zysj.com.cn/zhongyaocai/huangqunzhusun/index.html,1,《中华本草》,2025-12-22 00:02:55
huangshukuigen,黄蜀葵根,Huánɡ Shǔ Kuí Gēn,,,,https://www.zysj.com.cn/zhongyaocai/huangshukuigen/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:56
huangjinxian,黄金线,Huánɡ Jīn Xiàn,肺形草、簇花双蝴蝶、斑叶蔓龙胆,,,https://www.zysj.com.cn/zhongyaocai/huangjinxian/index.html,1,《中华本草》,2025-12-22 00:02:56
huangshukui,黄蜀葵,Huánɡ Shǔ Kuí,秋葵、豹子眼睛花、霸天伞、棉花蒿,,,https://www.zysj.com.cn/zhongyaocai/huangshukui/index.html,1,《全国中草药汇编》,2025-12-22 00:02:57
huangmogu,黄蘑菇,Huánɡ Mó Gu,黄粉牛肝、黄牛肝、黄衣牛肝、黄色猪口茸,,,https://www.zysj.com.cn/zhongyaocai/huangmogu/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:02:58
huangshukuizi,黄蜀葵子,Huánɡ Shǔ Kuí Zǐ,黄葵子、秋葵子、羊桃子。,,,https://www.zysj.com.cn/zhongyaocai/huangshukuizi/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:58
huangpaoye,黄藨叶,Huánɡ Pāo Yè,,,,https://www.zysj.com.cn/zhongyaocai/huangpaoye/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:58
huangteng,黄藤,Huánɡ Ténɡ,土黄连（《南宁市药物志》），藤黄连（《广西中药志》），黄连藤（《中国药植图鉴》），伸筋蘑、山大王（《广西药植名录》），大黄藤（广西《中草药新医疗法处方集》）。,,,https://www.zysj.com.cn/zhongyaocai/huangteng/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:59
huanghanshe,黄颔蛇,Huánɡ Hàn Shé,黄喉蛇（《纲目》），黄长虫、慈鳗（《生物学通报》（3）：1，1958）。,,,https://www.zysj.com.cn/zhongyaocai/huanghanshe/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:02:59
huangpenghua,黄蓬花,,砂旋覆花、绞蛆爬,,,https://www.zysj.com.cn/zhongyaocai/huangpenghua/index.html,1,《全国中草药汇编》,2025-12-22 00:02:59
huanggeshu,黄葛树,Huánɡ Gě Shù,大叶榕、马尾榕、雀树、黄桷树,,,https://www.zysj.com.cn/zhongyaocai/huanggeshu/index.html,1,《全国中草药汇编》,2025-12-22 00:02:59
huanggaoben,黄藁本,Huánɡ Gǎo Běn,藁本、滇藁本,,,https://www.zysj.com.cn/zhongyaocai/huanggaoben/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:03:00
huangshukuihua,黄蜀葵花,Huánɡ Shǔ Kuí Huā,侧金盏花。,,,https://www.zysj.com.cn/zhongyaocai/huangshukuihua/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:03:00
